Date,gold,dxy,y10,vix,spx,gld,gold_ret
2000-08-30,273.8999938964844,112.13999938964844,5.800000190734863,17.690000534057617,1502.5899658203125,,
2000-08-31,278.29998779296875,112.5999984741211,5.729000091552734,16.84000015258789,1517.6800537109375,,0.015936570683699358
2000-09-01,277.0,111.41999816894531,5.675000190734863,17.530000686645508,1520.77001953125,,-0.004682118481655451
2000-09-05,275.79998779296875,112.41000366210938,5.683000087738037,19.81999969482422,1507.0799560546875,,-0.004341585088584843
2000-09-06,274.20001220703125,114.12000274658203,5.711999893188477,20.790000915527344,1492.25,,-0.005818109451826814
2000-09-07,274.0,113.6500015258789,5.749000072479248,19.420000076293945,1502.510009765625,,-0.0007297052588564057
2000-09-08,273.29998779296875,114.33999633789062,5.723999977111816,18.459999084472656,1494.5,,-0.002558058119366713
2000-09-11,273.1000061035156,115.37000274658203,5.757999897003174,18.399999618530273,1489.260009765625,,-0.0007319974400310514
2000-09-12,272.8999938964844,115.16999816894531,5.769999980926514,18.59000015258789,1481.989990234375,,-0.0007326454797729198
2000-09-13,272.79998779296875,115.33999633789062,5.728000164031982,18.31999969482422,1484.9100341796875,,-0.0003665241267754027
2000-09-14,272.3999938964844,115.16000366210938,5.77400016784668,18.260000228881836,1480.8699951171875,,-0.0014673293532121434
2000-09-15,272.29998779296875,115.94000244140625,5.833000183105469,18.520000457763672,1465.81005859375,,-0.0003671970185461504
2000-09-18,271.3999938964844,116.0,5.870999813079834,20.25,1444.510009765625,,-0.0033106299386016502
2000-09-19,271.8999938964844,116.11000061035156,5.849999904632568,19.540000915527344,1459.9000244140625,,0.0018406042790122257
2000-09-20,269.0,116.41000366210938,5.892000198364258,19.93000030517578,1451.3399658203125,,-0.010722949588937603
2000-09-21,270.29998779296875,115.2699966430664,5.870999813079834,20.18000030517578,1449.050048828125,,0.004821028519513604
2000-09-22,271.79998779296875,113.55999755859375,5.828999996185303,20.739999771118164,1448.719970703125,,0.005534048683874637
2000-09-25,274.1000061035156,114.05999755859375,5.833000183105469,21.40999984741211,1439.030029296875,,0.00842656877099035
2000-09-26,273.8999938964844,113.16000366210938,5.798999786376953,21.8799991607666,1427.2099609375,,-0.0007299715909230287
2000-09-27,278.3999938964844,113.11000061035156,5.820000171661377,21.670000076293945,1426.5699462890625,,0.016295852551421852
2000-09-28,275.6000061035156,113.30999755859375,5.811999797821045,19.469999313354492,1458.2900390625,,-0.010108345250929851
2000-09-29,273.6000061035156,113.25,5.7779998779296875,20.56999969482422,1436.510009765625,,-0.007283353229220246
2000-10-02,273.1000061035156,113.79000091552734,5.820000171661377,21.229999542236328,1436.22998046875,,-0.001829157227893674
2000-10-03,271.6000061035156,114.22000122070312,5.867000102996826,21.850000381469727,1426.4599609375,,-0.005507632671688079
2000-10-04,270.29998779296875,114.16999816894531,5.892000198364258,21.540000915527344,1434.3199462890625,,-0.004798010035631961
2000-10-05,270.6000061035156,114.73999786376953,5.854000091552734,21.030000686645508,1436.280029296875,,0.0011093301708244852
2000-10-06,269.29998779296875,114.8499984741211,5.815999984741211,22.709999084472656,1408.989990234375,,-0.004815783803370444
2000-10-09,270.1000061035156,114.80999755859375,5.815999984741211,24.020000457763672,1402.030029296875,,0.0029663289070072096
2000-10-10,272.3999938964844,114.36000061035156,5.795000076293945,24.860000610351562,1387.02001953125,,0.008479268473098323
2000-10-11,270.5,114.48999786376953,5.769999980926514,26.56999969482422,1364.5899658203125,,-0.0069994535823756365
2000-10-12,276.3999938964844,114.88999938964844,5.715000152587891,30.510000228881836,1329.780029296875,,0.02157697152479443
2000-10-13,272.3999938964844,115.86000061035156,5.715000152587891,27.600000381469727,1374.1700439453125,,-0.014577517942418794
2000-10-16,271.5,116.38999938964844,5.739999771118164,26.790000915527344,1374.6199951171875,,-0.003309412494922448
2000-10-17,271.1000061035156,115.88999938964844,5.664999961853027,27.84000015258789,1349.969970703125,,-0.0014743603554796536
2000-10-18,270.29998779296875,117.33000183105469,5.6570000648498535,28.719999313354492,1342.1300048828125,,-0.002955370897157472
2000-10-19,270.1000061035156,116.94000244140625,5.6519999504089355,25.09000015258789,1388.760009765625,,-0.0007401247255387489
2000-10-20,271.20001220703125,117.16000366210938,5.636000156402588,24.239999771118164,1396.9300537109375,,0.004064317681602425
2000-10-23,270.1000061035156,117.54000091552734,5.581999778747559,24.690000534057617,1395.780029296875,,-0.004064317681602425
2000-10-24,270.1000061035156,117.41999816894531,5.623000144958496,24.280000686645508,1398.1300048828125,,0.0
2000-10-25,266.20001220703125,118.48999786376953,5.685999870300293,26.649999618530273,1364.9000244140625,,-0.01454433157818702
2000-10-26,264.8999938964844,118.5,5.672999858856201,28.6200008392334,1364.43994140625,,-0.004895578580431881
2000-10-27,264.3999938964844,117.38999938964844,5.710999965667725,26.469999313354492,1379.5799560546875,,-0.0018892883440653208
2000-10-30,264.29998779296875,117.25,5.728000164031982,25.459999084472656,1398.6600341796875,,-0.0003783094691574007
2000-10-31,264.8999938964844,116.6500015258789,5.756999969482422,23.6299991607666,1429.4000244140625,,0.0022675978132227215
2000-11-01,263.8999938964844,115.55999755859375,5.736000061035156,24.280000686645508,1421.219970703125,,-0.0037821528560550988
2000-11-02,264.3999938964844,115.61000061035156,5.739999771118164,23.920000076293945,1428.3199462890625,,0.001892864511989778
2000-11-03,264.6000061035156,114.97000122070312,5.803999900817871,23.670000076293945,1426.68994140625,,0.0007561898546777357
2000-11-06,264.5,115.69000244140625,5.855000019073486,24.520000457763672,1432.18994140625,,-0.00037802344945347954
2000-11-07,264.29998779296875,115.5199966430664,5.859000205993652,24.90999984741211,1431.8699951171875,,-0.0007564758743816569
2000-11-08,265.0,116.2300033569336,5.849999904632568,25.65999984741211,1409.280029296875,,0.002645050562249729
2000-11-09,265.79998779296875,115.33999633789062,5.808000087738037,27.200000762939453,1400.1400146484375,,0.003014274367296288
2000-11-10,264.5,115.79000091552734,5.795000076293945,28.530000686645508,1365.97998046875,,-0.00490284905516436
2000-11-13,264.29998779296875,115.69999694824219,5.761000156402588,29.059999465942383,1351.260009765625,,-0.0007564758743816569
2000-11-14,264.8999938964844,116.22000122070312,5.74399995803833,26.809999465942383,1382.949951171875,,0.0022675978132227215
2000-11-15,265.1000061035156,116.3499984741211,5.697999954223633,26.149999618530273,1389.81005859375,,0.0007547630812307915
2000-11-16,265.79998779296875,116.93000030517578,5.669000148773193,25.049999237060547,1372.3199462890625,,0.002636964035092504
2000-11-17,265.70001220703125,117.30999755859375,5.693999767303467,24.809999465942383,1367.719970703125,,-0.00037620164484142293
2000-11-20,266.29998779296875,117.3499984741211,5.664000034332275,27.43000030517578,1342.6199951171875,,0.002255548271811847
2000-11-21,265.70001220703125,117.94999694824219,5.659999847412109,26.6200008392334,1347.3499755859375,,-0.002255548271811847
2000-11-22,266.29998779296875,117.8499984741211,5.5929999351501465,27.709999084472656,1322.3599853515625,,0.002255548271811847
2000-11-27,270.1000061035156,117.0999984741211,5.625999927520752,26.93000030517578,1348.969970703125,,0.014168836415325181
2000-11-28,269.79998779296875,116.58000183105469,5.589000225067139,27.639999389648438,1336.0899658203125,,-0.0011113848669008775
2000-11-29,266.3999938964844,116.61000061035156,5.543000221252441,27.489999771118164,1341.9300537109375,,-0.012681982773774081
2000-11-30,270.1000061035156,115.23999786376953,5.439000129699707,29.649999618530273,1314.949951171875,,0.013793367640674958
2000-12-01,268.70001220703125,114.7300033569336,5.513000011444092,27.479999542236328,1315.22998046875,,-0.00519672234440538
2000-12-04,270.70001220703125,113.70999908447266,5.521999835968018,27.780000686645508,1324.969970703125,,0.007415680663161339
2000-12-05,270.3999938964844,114.47000122070312,5.429999828338623,24.989999771118164,1376.5400390625,,-0.0011089201179341757
2000-12-06,274.29998779296875,113.30999755859375,5.318999767303467,25.06999969482422,1351.4599609375,,0.014320031844436976
2000-12-07,273.20001220703125,113.54000091552734,5.298999786376953,25.34000015258789,1343.550048828125,,-0.004018181062772186
2000-12-08,272.20001220703125,114.05000305175781,5.343999862670898,22.40999984741211,1369.8900146484375,,-0.0036670373151190816
2000-12-11,270.20001220703125,114.29000091552734,5.360000133514404,23.510000228881836,1380.199951171875,,-0.00737466435932177
2000-12-12,270.29998779296875,114.26000213623047,5.3429999351501465,24.8799991607666,1371.1800537109375,,0.000369937417493027
2000-12-13,268.6000061035156,114.70999908447266,5.2779998779296875,23.6299991607666,1359.989990234375,,-0.006309101308777265
2000-12-14,269.0,113.37999725341797,5.2129998207092285,24.860000610351562,1340.9300537109375,,0.0014880727892636614
2000-12-15,270.3999938964844,112.9000015258789,5.176000118255615,26.549999237060547,1312.1500244140625,,0.005190941994796638
2000-12-18,269.70001220703125,113.06999969482422,5.156000137329102,27.700000762939453,1322.739990234375,,-0.0025920461894353153
2000-12-19,269.70001220703125,113.20999908447266,5.184000015258789,27.170000076293945,1305.5999755859375,,0.0
2000-12-20,272.5,111.97000122070312,5.074999809265137,31.739999771118164,1264.739990234375,,0.010328338696098172
2000-12-21,273.70001220703125,111.51000213623047,5.0229997634887695,29.65999984741211,1274.8599853515625,,0.004394046543374941
2000-12-22,273.70001220703125,110.81999969482422,5.001999855041504,27.549999237060547,1305.949951171875,,0.0
2000-12-26,274.1000061035156,110.30999755859375,5.021999835968018,28.729999542236328,1315.18994140625,,0.0014603649295441556
2000-12-27,275.20001220703125,110.31999969482422,5.085999965667725,28.139999389648438,1328.9200439453125,,0.004005124839914664
2000-12-28,271.70001220703125,110.37999725341797,5.113999843597412,26.56999969482422,1334.219970703125,,-0.012799589055486393
2000-12-29,272.0,109.55999755859375,5.110000133514404,26.850000381469727,1320.280029296875,,0.001103504935351829
2001-01-02,268.3999938964844,108.7699966430664,4.916999816894531,29.989999771118164,1283.27001953125,,-0.013323683938842201
2001-01-03,268.0,110.16999816894531,5.0970001220703125,26.600000381469727,1347.56005859375,,-0.0014914018462990342
2001-01-04,267.29998779296875,108.80999755859375,5.013000011444092,26.969999313354492,1333.3399658203125,,-0.0026154030338902956
2001-01-05,268.0,108.41999816894531,4.947999954223633,28.670000076293945,1298.3499755859375,,0.0026154030338902956
2001-01-08,268.0,108.86000061035156,4.896999835968018,29.84000015258789,1295.8599853515625,,0.0
2001-01-09,267.5,109.5199966430664,4.964000225067139,27.989999771118164,1300.800048828125,,-0.001867414174795634
2001-01-10,264.70001220703125,109.86000061035156,5.084000110626221,26.799999237060547,1313.27001953125,,-0.010522410986530062
2001-01-11,264.0,109.01000213623047,5.116000175476074,25.790000915527344,1326.8199462890625,,-0.0026480522032148457
2001-01-12,263.8999938964844,109.36000061035156,5.230000019073486,24.559999465942383,1318.550048828125,,-0.00037888276517605846
2001-01-16,263.29998779296875,110.11000061035156,5.234000205993652,25.280000686645508,1326.6500244140625,,-0.0022762002405603
2001-01-17,263.20001220703125,110.80999755859375,5.156000137329102,24.93000030517578,1329.469970703125,,-0.00037977431012059526
